Title,Latitude,Longtitude,Khu vực,Diện tích,Giá/m2,Giá,Hướng Cửa,Loại Hình,Nội Dung,Giấy Tờ Pháp Lý,Thời Gian
"Chính chủ bán nhà 18 ngõ 50 Lĩnh Nam, Hoàng Mai. Giá 4,3 tỷ",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",31 m²,"138,71 tr/m²","4,3 tỷ",Đông,nhà mặt phố,"Chính chủ bán nhà 18 ngõ 50 Lĩnh Nam, Hoàng Mai. Giá 4,3 tỷ.* Mô tả: - Diện tích: 31m² (tầng 1), tầng 3,4,5: 35m². - Nhà lô góc 2 mặt thoáng. - Nhà đang ở, mới xây kiên cố năm 2021. - Hướng đông ghé nam. - Giá bán 4,3 tỷ. * Tiện ích: - Cách đường chính 50m, ngõ rộng 3m. - Gần chợ lớn, trường học, siêu thị, bệnh viện,... Vô vàn tiện ích. - Hàng xóm thân thiện, dân trí cao. - Sổ đỏ chính chủ, pháp lý rõ ràng. 0915 146 **** Liên hệ: 0915 146 ***",Đã có sổ,1/10/2023
"Tôi chính chủ cần bán nhà riêng 42,7m2 tại ngõ 211 Khương Trung, Khương Đình, Thanh Xuân",20.9944171,105.8171316,"Thanh Xuân, Hà Nội","42,7 m²","122,95 tr/m²","5,25 tỷ",Tây,nhà mặt phố,"Chính chủ cần bán nhà riêng 42,7m², tại số 1 ngách 82 ngõ 211 Khương Trung, Khương Đình, Thanh Xuân. (Không tiếp môi giới). - Nhà tôi mới xây hơn 1 năm theo phong cách hiện đại còn rất mới, nay gia đình có nhu cầu chuyển sang nhà rộng hơn nên cần bán căn nhà này. (ảnh chính chủ chụp ảnh thật thực tế). - Diện tích: 42,7m², mặt tiền 4m rộng thoáng. - Thiết kế full công năng: Nhà gồm 5 phòng ngủ, 6 điều hoà, 1 phòng thờ, 1 sân phơi đồ. - Nội thất mớ...",Đã có sổ,1/10/2023
"Bán nhà riêng chính chủ đường Nguyễn Ngọc Nại, Khương Mai, ô tô để trong nhà",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",38 m²,"126,32 tr/m²","4,8 tỷ",Tây Nam,căn hộ chung cư,"Mình bán nhà riêng, chính chủ tên sổ đỏ vợ chồng mình, tự xây từ đầu cuối năm 2012. Nhà mặt ngõ chung trường tiểu học Khương Mai, đường trước nhà trên 4m, oto tránh, để oto 5 chỗ trong nhà. Mặt tiền hơi nhỏ chút nhưng đường rộng, khu dân trí cao, nhà được chia cho cán bộ quân đội từ năm 1991. Tất cả cửa và bậc cầu thang đều làm từ gỗ lim còn mới. Mình bán nhanh để đổi nhà lớn hơn, nhà mới đã cọc rồi nên đưa giá bán cụ thể, thương lượng một chút. ...",Đã có sổ,1/10/2023
"Bán nhà riêng 4 tầng, vị trí đẹp, ô tô đỗ trong nhà. Cách đg Quốc Lộ 6 90m cách cầu Mai Lĩnh 500m",20.9551855,105.758011,"Hà Đông, Hà Nội","30,1 m²","81,4 tr/m²","2,45 tỷ",Tây,nhà mặt phố,"Chính chủ, bán BĐS vị trí đẹp, nhà xây 4 tầng, ô tô đỗ trong nhà, cách đường Biên Giang 90m. Vị trí: BĐS thuộc phường Biên Giang hai ngõ thông cách Quốc Lộ 6 khoảng 90m, ô tô ra vào thoải mái. Cách cầu Mai Lĩnh 500m (video đính kèm). BĐS chính chủ sổ đỏ, không có tranh chấp cầm cố ngân hàng. Nhà xây theo giấy phép xây dựng 04 tầng đang xây, móng riêng, tường riêng theo ảnh. Tầng 1: Bếp, vệ sinh, để xe máy, ôtô. Tầng 2: Phòng ngủ phòng khách. Tầng...",Đã có sổ,1/10/2023
Bán nhà quận Thanh Xuân ngõ 619 Vũ Tông Phan nhỉnh 4 tỷ đủ nội thất vừa ở vừa cho thuê 20tr/tháng,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",30 m²,150 tr/m²,"4,5 tỷ",Tây Nam,nhà mặt phố,"Bán nhà 30m² quận Thanh Xuân - ngõ 619 Vũ Tông Phan 4 tầng 1 tum giá chỉ nhỉnh 4 tỷ (có thương lượng) đầy đủ nội thất có thể vừa ở vừa cho thuê 20tr/tháng. Xung quanh vô vàn tiện ích: - Nhà cách phố Vũ Tông Phan chỉ 30m, ngõ rộng trên 2m. - Vị trí cách Ngã Tư Sở 1.5Km; Cách đường Nguyễn Xiển 300m. - Cách chợ, trường mầm non, tiểu học, cấp 1,2,3 chỉ 200m. - Cách bãi gửi xe ô tô chỉ 150m. Cam kết hình ảnh và thông tin chuẩn 100%. Hãy gọi cho tôi 24...",Đã có sổ,1/10/2023
"Bán nhà 5 tầng mặt ngõ tô hiệu cách 20m đường 2 ô tô tránh, Nhà có garo ô tô",20.9551855,105.758011,"Hà Đông, Hà Nội","40,46 m²","195,26 tr/m²","7,9 tỷ",Tây Nam,liền kề,"Bán Nhà mặt ngõ đường tô hiệu 2 ô tô tránh, nhà cách mặt ngõ khoảng 20m, ô tô vào nhà. ❌Diện tích : 40m tầng 2 được đua ra 46m² ✅Mặt tiền : 6m ❌ Lô góc cửa sổ tứ tung mở ra rất thoáng 🥰Nhà 5 tầng mới cứng thơm mùi sơn ❌Thiết kế công năng tối đa cho 1 gia đình 6 người ở. ❌Liên hệ xem nhà : 0976 504 *** ❌Giá : hơn 7 tỷ",Đã có sổ,1/10/2023
Bán gấp giảm sock 2tỷ nhà phân lô Nguyễn Sơn 70m2 x 7tầng gara 02 ôtô - thang máy kinh doanh 10tỷx,21.0359662,105.9021921,"Long Biên, Hà Nội",70 m²,"153,57 tr/m²","10,75 tỷ",Đông,căn hộ chung cư,"Vip phân lô Nguyễn Sơn 70m² x 7 tầng ô tô tránh nhà mới thang máy nở hậu full nội thất LH E Tâm. Vị trí đẹp, ngõ rộng thoáng, ô tô tránh. Thông Gia Thuy, Hoàng Minh Đạo, Lâm Hạ, Nguyễn Văn Cừ.+ Khu vực Vip dân trí cao. Tiện ích bạt ngàn: Với trường quốc gia Gia Thụy, quốc tế Wellspring, Bv Tâm Anh, VNVC, công viên, sân Golf...+ Thiết kế: 7 Tầng gara 02 ô tô - thang máy.Tầng 1: Thông sàn, Chỗ để xe ô tô, wc.Tầng 2: Khách, bếp.Tầng 3,4,5: Mỗi tầng ...",Đã có sổ,1/10/2023
"Bán nhà đẹp 2 mặt thoáng giá hời phố An Dương, Tây Hồ. LH anh Hà: 0904 277 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",75 m²,120 tr/m²,9 tỷ,Tây,nhà mặt phố,"Nhà 75m², 5 tầng, mặt tiền 4m, mặt ngõ 3m, cách đường ô tô 5m. Nhà khung kiên cố, cầu thang và sàn gỗ tự nhiên, thiết bị vệ sinh ToTo của Nhật, thoáng hai mặt, cách bãi gửi ô tô 50m, cách đường Thanh Niên 200m. Giá 9 tỷ. LH: Anh Hà 0904 277 ***chủ nhà).",Đã có sổ,1/10/2023
"Nhà Ngọc Lâm ngõ thông các ngả, diện tích hiếm, ô tô vào nhà sổ vuông vắn 48m2 5 tầng giá 6.3 tỷ",21.0359662,105.9021921,"Long Biên, Hà Nội",48 m²,"131,25 tr/m²","6,3 tỷ",Tây Bắc,nhà riêng,"Nhà đẹp ở sướng - diện tích hiếm tìm - ngõ thông tứ phía - ô tô vào nhà - sổ vuông như a4 - trung tâm tiện ích - vài bước ra cầu Chương Dương - chủ thiện trí bán. + Vị trí ngõ thông, ô tô vào nhà, gần phố ẩm thực Ngọc Lâm, qua cầu Chương Dương và Long Biên sang phố Cổ cực gần, rất thích hợp cho khách phố sang ở. + Nhà đẹp long lanh, khách xem là mê, thiết kế công năng sử dụng tuyệt vời khu vực an ninh cực tốt, hàng xóm dân trí cao: - Tầng 1: Để x...",Đã có sổ,1/10/2023
"Bán nhà phố Giáp Nhất - oto vào nhà - thang máy - 54m2 x 5 tầng x 4,8m mặt tiền - giá nhỉnh 10 tỷ",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",54 m²,"190,74 tr/m²","10,3 tỷ",Tây,căn hộ chung cư,"Nhà mới - lô góc - thang máy - ô tô tránh - kinh doanh.Mô tả: - Vị trí nhà cách mặt ngõ 13 Giáp Nhất 20m, cách mặt phố 60m, lô góc 2 mặt thoáng, phòng nào cũng có cửa sổ nên cực kỳ sáng thoáng, đường trước nhà ô tô tránh vào nhà, ngõ thông kinh doanh nhỏ. - Thiết kế: 5 tầng thang máy. + Tầng 1: Khách, bếp, vệ sinh. + Tầng 2: 1 ngủ, vệ sinh, + Tầng 3 - 4: Mỗi tầng 2 ngủ, vệ sinh giữa. + Tầng 5: Phòng thờ, sân phơi. - Sổ đỏ nét căng không 1 lỗi nhỏ...",Đã có sổ,30/9/2023
Bán nhà ngõ 211 Khương Trung - dân xây đẹp - sổ vuông - cách ô tô 30m - ngõ thông - an sinh đỉnh,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",45 m²,"136,67 tr/m²","6,15 tỷ",Tây Nam,nhà mặt phố,"Nhà đẹp mới ở ngay - 30m ô tô - mặt tiền rộng - ngõ thẳng - gần hồ - an sinh đỉnh.Vị trí: Nhà ngõ rộng 2m thông thoáng, 50m ra hồ Đầm Hồng, cách mặt ngõ 211 Khương Trung ô tô 30m. Thông ra 211 thông thẳng ngõ 93 Hoàng Văn Thái, 1 Bùi Xương Trạch.Nhà xây mới đẹp, thiết kế hiện đại, nội thất cơ bản đầy đủ công năng: - Tầng 1: Thông sàn + bếp + wc. - Tầng 2: Phòng khách rộng vip. - Tầng 3,4: Tổng 4 phòng ngủ + wc. - Tầng 5 phòng thờ sân phơi.Sổ đỏ v...",Đã có sổ,30/9/2023
"Bán nhà 4 tầng 1 tum phường La Khê, Quận Hà Đông, Hà Nội",20.9551855,105.758011,"Hà Đông, Hà Nội","30,7 m²","96,09 tr/m²","2,95 tỷ",Tây,nhà mặt phố,#ERROR!,Đã có sổ,30/9/2023
"Bán nhà phố Nguyễn Chính DT 55m2 x 5 tầng, có thang máy và gara oto, phong cách Châu Âu",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",55 m²,160 tr/m²,"8,8 tỷ",Tây,nhà riêng,"Cấn bán nhà phố Nguyễn Chính DT 55m² x 5 tầng xây mới có thang máy và gara ô tô, nhà khung khung bê tông kiên cố có thiết kế theo phong cách Châu Âu nội thất cao cấp thang máy nhập ngoại. Tầng 1 là gara ô tô và bếp ăn. Tầng 2 phòng khách hoặc phòng ngủ và vệ sinh vip. Tầng 3,4 là 4 phòng ngủ rộng. Tầng 5 là phòng thờ và sân phơi. Nhà thiết kế với công năng sử dụng cao nhà ở vị trí đẹp gần trường cấp 2 Thịnh Liệt đường trước nhà 2 ô tô tránh nhau ...",Đã có sổ,30/9/2023
"Bán nhà An Dương Vương, Tây Hồ, Hà Nội 33m2 x 5 tầng, 3,7 tỷ",21.0683576,105.8240984,"Tây Hồ, Hà Nội",33 m²,"112,12 tr/m²","3,7 tỷ",Tây Bắc,shophouse,"- Diện tích 30m² - 33m², thiết kế 5 tầng thiết Mỗi tầng một phòng ngủ + vệ sinh. - Nội thất cửa gỗ lim, tủ bếp, nóng lạnh thiết bị vệ sinh cao cấp. - Ngõ vào nhà 2,5m; cách phố hơn 100m. - Vị trí thuận tiện giao thông, ngõ rộng thoáng, gần cầu Nhật Tân. - Sổ đỏ chính chủ sẵn sàng giao dịch. - Giá 3,7 tỷ có thương lượng. - Liên hệ Mr Dũng 0985 125 *** làm việc chính chủ.",Đã có sổ,30/9/2023
"Bán nhà số 8 ngõ 310/43 đường Nghi Tàm, phường Tứ Liên (chính chủ). Diện tích 33,1m2 x 4,5 tầng",21.0683576,105.8240984,"Tây Hồ, Hà Nội","33,1 m²","141,99 tr/m²","4,7 tỷ",Tây,nhà riêng,"Bán nhà số 8 ngõ 310/43 đường Nghi Tàm. Diện tích 33.1m² x 4,5 tầng, giá 4,7 tỷ (Chính chủ). Mặt tiền 4m, hướng Đông Nam, đường xe ba gác cách đường ô tô tránh nhau 60m. Gần đường Thanh Niên. Tầng 1 bếp, phòng khách, tầng 2,3,4 phòng ngủ khép kín. Móng bè sắt phi 22, khung móng 850/ 40 kẹp 6 cây. Bê tông mác 300 có kiểm nhiệm. Ống nước Vecbo, tất cả các WC được chống thấm chuyên nghiệp công nghệ của Đức. Tường riêng, móng riêng (có hình ảnh minh ...",Đã có sổ,30/9/2023
"Bán nhà 35m2, 4 tầng gần đại học Công Nghiệp",21.0229169,105.7034832,"Hoài Đức, Hà Nội",35 m²,"68,57 tr/m²","2,4 tỷ",Đông Bắc,liền kề,"Cần bán gấp căn nhà 4 tầng 1 tum mới xây xong, giá rẻ hơn thị trường 200 triệu. Nhà thiết kế 3 phòng ngủ 1 phòng thờ, 1 sân phơi. Nội thất có đầy đủ chỉ việc về ở, Nhà gần Đại Học Công Nghiệp và ĐH Thành Đô, Ô tô đỗ cách 10 mét, có chỗ để xe ngay cạnh nhà, ai cần xem vui lòng liên hệ em ạ.",Đã có sổ,30/9/2023
"Bán nhà 5 tầng ô tô tránh, thang máy giá chỉ 5,3 tỷ",21.0359662,105.9021921,"Long Biên, Hà Nội",38 m²,"139,47 tr/m²","5,3 tỷ",Đông,liền kề,"Bán nhà 5 tầng thang máy, ô tô tránh tại Giang Biên, Long Biên. Diện tích 38m². Mặt tiền 3,5m. Đường trước nhà 4,5m trải nhựa. Vị trí thuận tiện giao thông buôn bán kinh doanh. Giá bán 5,3 tỷ. Liên hệ 0968 730 *** để đi xem nhà.",Đã có sổ,30/9/2023
Nhanh mới kịp - bán nhà Hoàng Văn Thái - thang máy - ngõ rộng - thoáng - kinh doanh - gần ô tô,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",40 m²,165 tr/m²,"6,6 tỷ",Đông Bắc,căn hộ chung cư,"Bán nhà Hoàng Văn Thái - thang máy - kinh doanh - ngõ rộng - thoáng - gần ô tô. 40m² - 6 tầng - mặt tiền 4,5m - 6,6 tỷ. Nhà mới xây, thiết kế hiện đại tỉ mỉ: Tầng 1: Để xe, wc. Tầng 2: Phòng khách, bếp, wc. Tầng 3,4,5: Mỗi tầng 1 phòng 1 wc. Tầng 6: Phòng thờ, sân phơi. Vị trí trung tâm Trường Chinh, Lê Trọng Tấn, giao thông đi lại thận tiện. Khu vực phân lô cán bộ dân trí cao, gần bệnh viện đại học y, đại học Thủy Lợi, đại học Kinh Tế Quốc Dân.....",Đã có sổ,30/9/2023
"Chính chủ bán nhà mới xây, vị trí vàng TT Vĩnh Hưng, Hoàng Mai 35m2,2T, 1,4tỷ. Lh Ô Minh 0979 581 ***",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",35 m²,40 tr/m²,"1,4 tỷ",Tây Bắc,nhà riêng,"Chính chủ bán nhà (mới tinh) tại: Tổ 31 Tân Khai, đường Tân Khai, phường Vĩnh Hưng, quận Hoàng Mai, TP. Hà Nội. Liên hệ ông Minh: 0979 581 *** - Vị trí trung tâm Vĩnh Hưng, gần chợ Tân Khai 500m, hưởng trọn tiện ích của Times City. - Ngõ trước nhà 3m. Nhà đầy đủ công năng sử dụng, diện tích nhà đất 35m², mặt tiền 3,5m dài 10m. Tầng 1 đổ trần gồm: 1 phòng khách + 1 phòng bếp + 1 nhà vệ sinh. Tầng 2 lợp tôn lạnh Hòa Phát loại 1 gồm: 2 phòng ngủ và 1...",Đã có sổ,30/9/2023
"Bán nhà Tư Đình 65m2, 1 tầng, mặt tiền 4.5m, giá 8 tỷ. (Số 10, ngõ 46, Tư Đình, Long Biên)",21.0359662,105.9021921,"Long Biên, Hà Nội",65 m²,"123,08 tr/m²",8 tỷ,Tây,nhà mặt phố,"Bán nhà Tư Đình 65m², 1 tầng, mặt tiền 4.5m, giá 8 tỷ. Mô tả: + Vị trí đẹp, 2 mặt ngõ ô tô tránh xe máy, ngõ thông, kinh doanh. + Nhà hiện trạng nhà cấp 4, bán đất tặng nhà. Giao thông thuận tiện, khu vực an sinh tốt, gần Aone, Mipec, sân golf, gần cầu Trần Hưng Đạo chuẩn bị khởi công. + Sổ đẹp vuông vắn, sẵn sàng giao dịch. Khách có nhu cầu liên hệ em Chiến 0966 160 ***, miễn môi giới.",Đã có sổ,30/9/2023
"Bán nhà Tô Hiệu, Hà Đông 45m2, 5 tầng mặt tiền 6,5m phân lô, ô góc, gara ô tô, kinh doanh gần phố",20.9551855,105.758011,"Hà Đông, Hà Nội",45 m²,"177,78 tr/m²",8 tỷ,Tây Nam,nhà mặt phố,"Bán nhà Tô Hiệu, Hà Đông 45m², 5 tầng mặt tiền 6,5m phân lô, ô góc, gara ô tô, kinh doanh gần phố.Cần bán nhà Tô Hiệu Hà Đông, xây mới sát Mặt phố Tô Hiệu - P. Nguyễn Trãi - Q. Hà Đông 45m² x 5 tầng, Ô góc siêu thoáng. Ngõ ô tô tránh đi lại thuận tiện. Ô tô vào nhà - Kinh doanh - làm văn phòng - cho thuê thuận tiện - Giá 8 tỷ - thương lượng linh động - gọi ngay 0906 195 ***. Nằm tại vị trí đẹp cách mặt phố Tô Hiệu 20m - gần chợ Hà Đông, biệt thự Hu...",Đã có sổ,30/9/2023
"Bán nhà Lê Thanh Nghị 36m2 x 5 tầng khu phân lô, ô tô tránh, vào nhà ở cực vip giá loanh quanh 8 tỷ",21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",36 m²,"222,22 tr/m²",8 tỷ,Tây Bắc,shophouse,"Gia đình chuyển về Vinhome ở cần bán căn nhà phân lô ô tô tránh ngõ 37 Lê Thanh Nghị. Diện tích 36m² x 5 tầng, full nội thất cao cấp! - Khu vực vip hiếm nhà bán hàng xóm toàn giáo sư, tiến sỹ, bác sỹ. - Tiện ích xung quanh bạt ngàn, vài bước chân ra các trường đại học Bách Khoa, Kinh Tế, Xây Dựng, Mở, trường Lê Văn Tám, Bv Bạch Mai, CV Thống Nhất, chợ Bách Khoa đồ tươi rẻ như chợ quê. - Gia chủ ở đây nhiều năm làm ăn có lộc mua đc biệt thự Vinhom...",Đã có sổ,29/9/2023
"Chính chủ cần bán nhà Âu Cơ, Tây Hồ 7 phòng khép kín doanh thu 720tr/năm",21.0683576,105.8240984,"Tây Hồ, Hà Nội",74 m²,"193,24 tr/m²","14,3 tỷ",Tây,nhà riêng,"Bán nhà Âu Cơ Tây Hồ - 74m - giá 14.3 tỷ - ô tô vào nhà. Giá rẻ hơn thị trường 15%. - Nhà Chính chủ, mới xây dựng và đã hoàn công (Khu vực ít nhà hoàn công được). - Thiết kế 5 tầng, thang máy 7 phòng khép kín, full nội thất tất cả đều mới. - Ngõ rộng, thông ngõ. Ô tô vào tận nhà. - Cách Hồ Tây 3 phút, gần Trung tâm thương mại, bệnh viện, chợ, trường học. - Khu vực Dành cho Người giàu, nhiều Tây sinh sống. - Khai thác dòng tiền có thể đạt từ 8% - ...",Đã có sổ,29/9/2023
"Gia đình cần bán khách sạn phố cổ gần hồ Hoàn Kiếm DT 72m 7tầng giá 36,2tỷ có thương lượng",21.0242596,105.8406959,"Hoàn Kiếm, Hà Nội",72 m²,"502,78 tr/m²","36,2 tỷ",Tây Nam,nhà riêng,"Vị trí đắc địa. Gần phố Cầu Gỗ - Hàng Bạc - Lương Ngọc Quyến - Nguyễn Hữu Huân. Đi bộ ra Hồ Hoàn Kiếm. Doanh thu đỉnh. Trung bình khoảng 1,6-1,8tỷ trên năm. + Thiết kế 7tầng. Phòng đẹp lên lúc nào cũng full kín phòng. Sổ đỏ chuẩn. LH 0925 028 ***",Đã có sổ,29/9/2023
"Nhà riêng mới chính chủ bán có sân cổng riêng để xe, an cư lạc nghiệp đầy đủ tiện ích",21.0359662,105.9021921,"Long Biên, Hà Nội",38 m²,"119,74 tr/m²","4,55 tỷ",Tây Bắc,nhà riêng,"Chính chủ bán nhà ở ngõ 162 Nguyễn Văn Cừ Long Biên Hà Nội. Không tiếp môi giới quảng cáo vui lòng không liên hệ. Đường trước cổng trải nhựa đẹp, xe 5 - 7 chỗ qua được ngõ thông ra nguyễn văn cừ, ái mộ, hồng tiến. Nhà xây chắc chắn tâm huyết như mới. Xung quanh tiện ích đầy đủ không thiếu gì, hàng xóm văn minh thân thiện ở bình an vui vẻ thoải mái. Đất mặt tiền và hậu 4.05m hướng Tây, không lỗi phong thủy. Nhà 5 tầng, tầng 1 phòng khách bếp, tầng...",Đã có sổ,29/9/2023
Nhà Hoàng Hoa Thám - Phường Thụy Khuê - ngõ 3 ô tránh dừng đỗ,21.0683576,105.8240984,"Tây Hồ, Hà Nội",34 m²,"229,41 tr/m²","7,8 tỷ",Tây Bắc,nhà riêng,"- Mô tả:+ Nhà cấp 4 đang cho thuê 7.5tr/ tháng.+ Vị trí đẹp, thông ra ngã tư Văn Cao, Thuỵ Khuê, cách hồ Tây đúng 150m.+ 1 mặt ngõ rộng thoáng 3 ô tô tránh dừng đỗ thoải mái, vỉa hè rộng 4m, 1 mặt ngõ ba gác tránh xe máy (có ảnh mô tả mặt trước và sau nhà ở dưới).+ Đã quy hoạch mở rộng đường ổn định 5 năm trước. Mua về chỉ việc xây đẹp sử dụng, nhà 2 mặt thoáng.+ Hộ khẩu Thuỵ Khuê - Tây Hồ. Gần các trường mầm non, C1, C2, C3 Chu Văn An. Thuận tiệ...",Đã có sổ,29/9/2023
"Bán nhà phố Ngọc Lâm Long Biên, diện tích 60m2 xây 7 tầng, mặt tiền 4,5m, lô góc. Giá 10 tỷ",21.0359662,105.9021921,"Long Biên, Hà Nội",60 m²,"166,67 tr/m²",10 tỷ,Đông,căn hộ chung cư,"Bán nhà phố Ngọc Lâm Long Biên, diện tích 60m² xây 7 tầng, mặt tiền 4,5m, lô góc. Giá 10 tỷ, tặng nội thất đầy đủ. Ngõ thông, kinh doanh, có gara 2 ô tô. Thiết kế gồm: - Tầng 1: Gara ô tô hoặc kinh doanh. - Tầng 2 - 4: Căn hộ homestay 2 phòng ngủ, đang cho thuê 25 triệu/tháng. - Tầng 5: 2 phòng ngủ khép kín. - Tầng 6: Phòng khách và bếp. - Tầng 7: Lợp tôn, khu bảo dưỡng thang máy, bồn nước. Phố Ngọc Lâm Long Biên nằm trong khu vực sầm uất của Quậ...",Đã có sổ,29/9/2023
"Bán nhà đường chính kinh doanh 35m2, 4 tầng ở An Thắng, Biên Giang, xe tải chạy, giá 2,45 tỷ",20.9551855,105.758011,"Hà Đông, Hà Nội",35 m²,70 tr/m²,"2,45 tỷ",Tây Nam,nhà riêng,"CC bán nhà 4 tầng 35m² mặt đường chính An Thắng, Biên Giang, Hà Đông, xe tải chạy thông ra đường quốc lộ 6, để ở kết hợp kinh doanh, buôn bán cực kỳ thuận tiện. + Diện tích: 35 m², xây 4 tầng kiên cố. + Thiết kế: Nhà xây mới 4 tầng đầy đủ công năng: - Tầng 1: Phòng khách + phòng bếp. - Tầng 2 + 3: Mỗi tầng 2 phòng ngủ + phòng tắm. - Tầng 4: Phòng ngủ + thờ, sân phơi. + Nội thất: Nhà đã hoàn thiện sẵn nội thất cơ bản bao gồm: Tủ bếp gỗ xịn, thiết ...",Đã có sổ,29/9/2023
Gia đình cần bán gấp nhà Phương Liệt - lô góc - thoáng - ngõ thông - kinh doanh - bãi ô tô 30 mét,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",42 m²,"98,81 tr/m²","4,15 tỷ",Đông,nhà riêng,"Siêu phẩm lô góc Phương Liệt - thoáng - ngõ thông - kinh doanh - bãi ô tô 30 mét - nhà dân xây chắc chắn. 42m² - 4 tầng - mặt tiền 7m - 4,15 tỷ. Thiết kế: Tầng 1: Để xe, phòng khách, bếp, wc. Tầng 2,3: Mỗi tầng 2 phòng, 1 wc. Tầng 4: Phòng thờ, sân phơi rộng. Vị trí trung tâm ngã tư Vọng, tập trung các trường đại học lớn: Đại học Kinh Tế Quốc Dân, đại học Bách Khoa... Mua ở, mua cho con học cực kì thích. Xung quanh còn có bến xe Giáp Bát, bệnh vi...",Đã có sổ,29/9/2023
Do chuyển công tác - gia đình cần bán nhà Định Công - sân rộng 2 mét - 3 thoáng - kinh doanh,20.9757581,105.8626556,"Hoàng Mai, Hà Nội",35 m²,"105,71 tr/m²","3,7 tỷ",Đông Bắc,nhà riêng,"Còn sót lại duy nhất 1 căn Định Công - giá rẻ - nhà còn mới - chủ thân tặng nội thất cơ bản - khách chỉ xách vali về ở. 35m² - 5 tầng - mặt tiền 4m - 3,7tỷ. Thiết kế: Tầng 1: Phòng khách, bếp, wc. Tầng 2,3,4: Mỗi tầng 1 phòng, 1 wc rộng. Tầng 5: Phòng thờ, sân phơi. Gần trường học, chợ, khu đô thị Định Công tiện ích đầy đủ. Giao thông thuận tiện thông các trục đường lớn: Giải Phóng, Vành Đai 2.5, khu đô thị Định Công, Lê Trọng Tấn. Gần bến xe Giá...",Đã có sổ,29/9/2023
Siêu phẩm Nguyễn Văn Trỗi - Giải Phóng - lô góc - ô tô - kinh doanh - cực hiếm,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",61 m²,"104,92 tr/m²","6,4 tỷ",Đông,nhà mặt phố,"Bán nhà Nguyễn Văn Trỗi - ô tô - kinh doanh - lô góc 3 thoáng - giá rẻ - chỉ 1 căn duy nhất. 61m² - 4 tầng - mặt tiền 5,3m - 6,4 tỷ. Nhà chủ tự xây tâm huyết, thiết kế hiện đại 4 tầng đầy đủ công năng, cầu thang giữa: Tầng 1: Để xe, phòng khách, bếp, wc. Tầng 2,3: Mỗi tầng 2 phòng, 1wc. Tầng 4: Phòng thờ sân phơi. Gần bến xe Giáp Bát, bệnh viện Bạch Mai, đại học Kinh Tế Quốc Dân, Đại Học Bách Khoa, Vành Đai 2.5, giao thông thuận tiện. Vì trung tâ...",Đã có sổ,29/9/2023
Bán gấp nhà phân lô Ngọc Thụy gara ô tô - thang máy vỉa hè đường 17m kinh doanh DT 80m2 chỉ 12 tỷ x,21.0359662,105.9021921,"Long Biên, Hà Nội",80 m²,,Giá thỏa thuận,Tây Bắc,nhà mặt phố,"Giảm sốc 1. 5 tỷ - bán gấp nhà Ngọc Thụy khu phân khu giáo viên ngay đường 17.5m vỉa hè ô tránh kinh doanh văn phòng.+ DT 80m² - MT 4.2m - 12, x tỷ (x có như không). Nhà chủ tự xây tâm huyết nay chuyển công tác làm nhà máy trong khánh hòa càn bán.+ Vị trí cực đẹp, ngay sát hồ, công việ điều hoà 20Ha, trường Việt Pháp, khu khai sơn hill, gần đường 40m Hồng Tiến - Bồ Đề kéo dài Nguyễn Văn Cừ - Ngọc Lâm, sang phố cổ chưa đầy 10 Vài bước chân ra 25m ...",Đã có sổ,29/9/2023
Bán nhà chính chủ Minh Khai Hai Bà Trưng 40m2 hai thoáng,21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",40 m²,100 tr/m²,4 tỷ,Tây Bắc,căn hộ chung cư,"Gần phố - mặt tiền rộng - full công năng 5 Pn - ba gác đỗ cửa. Mô tả: Nhà nằm vị trí đẹp, gần phố, ngõ nông ba gác đỗ cửa, tiện ích xung quanh đầy đủ, trường học, bệnh viện, siêu thị, hàng xóm Time City tiện ích ngút ngàn. - Nhà thiết kế 5 tầng: Tổng 5 ngủ, 3 vệ sinh khung cột bê tông chắc chắn. An ninh tốt dân trí cao. Sổ đỏ chính chủ giao dịch ngay. Giá 4, x tỷ có thương lượng. Ai quan tâm vui lòng liên hệ Mr Luân 0962 626 ***",Đã có sổ,29/9/2023
Bán nhà chính chủ Cự Lộc Thanh Xuân lô góc đẹp 35m2,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",35 m²,"122,86 tr/m²","4,3 tỷ",Đông,nhà mặt phố,#ERROR!,Đã có sổ,29/9/2023
